ts,surface_temp_c,turbidity_raw,tds_raw,turbidity_v,tds_v
2026-03-04T06:17:15.789470+00:00,22.38,2169,261,1.7479,0.2103
2026-03-04T06:17:16.661014+00:00,22.38,2167,264,1.7463,0.2127
2026-03-04T06:17:20.513870+00:00,22.38,2173,261,1.7511,0.2103
2026-03-04T06:17:21.581693+00:00,22.38,2169,251,1.7479,0.2023
2026-03-04T06:17:22.203530+00:00,22.38,2171,255,1.7495,0.2055
2026-03-04T06:17:23.234505+00:00,22.38,2171,259,1.7495,0.2087
2026-03-04T06:17:24.081867+00:00,22.38,2171,255,1.7495,0.2055
2026-03-04T06:17:24.960727+00:00,22.31,2169,263,1.7479,0.2119
2026-03-04T06:17:25.859504+00:00,22.31,2167,255,1.7463,0.2055
2026-03-04T06:17:26.778246+00:00,22.31,2162,246,1.7423,0.1982
2026-03-04T06:17:27.734434+00:00,22.38,2187,267,1.7624,0.2152
2026-03-04T06:17:28.621725+00:00,22.31,2667,2235,2.1492,1.8011
2026-03-04T06:17:29.708946+00:00,22.38,2580,2253,2.0791,1.8156
2026-03-04T06:17:30.567727+00:00,22.38,2581,2265,2.0799,1.8253
2026-03-04T06:17:31.394648+00:00,22.31,2589,2265,2.0864,1.8253
2026-03-04T06:17:32.281319+00:00,22.31,2579,2270,2.0783,1.8293
2026-03-04T06:17:33.380693+00:00,22.31,2573,2269,2.0735,1.8285
2026-03-04T06:17:34.210408+00:00,22.31,2575,2269,2.0751,1.8285
2026-03-04T06:17:35.063156+00:00,22.31,2569,2275,2.0703,1.8333
2026-03-04T06:17:36.186158+00:00,22.31,2581,2275,2.0799,1.8333
2026-03-04T06:17:37.045616+00:00,22.31,2452,683,1.976,0.5504
2026-03-04T06:17:37.772974+00:00,22.31,1963,825,1.5819,0.6648
2026-03-04T06:17:38.726514+00:00,22.31,2013,389,1.6222,0.3135
2026-03-04T06:17:39.630945+00:00,22.25,2123,338,1.7108,0.2724
2026-03-04T06:17:40.715067+00:00,22.31,2109,395,1.6996,0.3183
2026-03-04T06:17:41.458166+00:00,22.31,1930,383,1.5553,0.3086
2026-03-04T06:17:42.405287+00:00,22.25,1965,377,1.5835,0.3038
2026-03-04T06:17:43.507627+00:00,22.31,1945,375,1.5674,0.3022
2026-03-04T06:17:44.358820+00:00,22.25,1901,405,1.5319,0.3264
2026-03-04T06:17:45.211673+00:00,22.25,1833,410,1.4771,0.3304
2026-03-04T06:17:46.322875+00:00,22.25,1824,421,1.4699,0.3393
2026-03-04T06:17:47.164669+00:00,22.25,1827,421,1.4723,0.3393
2026-03-04T06:17:48.025523+00:00,22.25,1823,426,1.4691,0.3433
2026-03-04T06:17:48.855718+00:00,22.25,1823,426,1.4691,0.3433
2026-03-04T06:17:49.718902+00:00,22.25,1821,429,1.4675,0.3457
2026-03-04T06:17:50.833552+00:00,22.25,1818,424,1.4651,0.3417
2026-03-04T06:17:51.683043+00:00,22.25,1822,431,1.4683,0.3473
2026-03-04T06:17:52.534313+00:00,22.25,1819,429,1.4659,0.3457
2026-03-04T06:17:56.303487+00:00,22.25,1816,431,1.4634,0.3473
2026-03-04T06:17:57.418308+00:00,22.25,1817,435,1.4642,0.3505
2026-03-04T06:17:58.272064+00:00,22.19,1816,437,1.4634,0.3522
2026-03-04T06:17:59.035673+00:00,22.19,1819,431,1.4659,0.3473
2026-03-04T06:17:59.964237+00:00,22.19,1818,429,1.4651,0.3457
2026-03-04T06:18:01.083497+00:00,22.19,1821,431,1.4675,0.3473
2026-03-04T06:18:01.933620+00:00,22.19,1819,437,1.4659,0.3522
2026-03-04T06:18:02.770611+00:00,22.19,1815,431,1.4626,0.3473
2026-03-04T06:18:03.642757+00:00,22.19,1821,429,1.4675,0.3457
2026-03-04T06:18:04.785891+00:00,22.19,1819,431,1.4659,0.3473
2026-03-04T06:18:05.596708+00:00,22.19,1818,437,1.4651,0.3522
2026-03-04T06:18:06.384229+00:00,22.19,1817,429,1.4642,0.3457
2026-03-04T06:18:07.563706+00:00,22.19,1822,429,1.4683,0.3457
2026-03-04T06:18:08.403659+00:00,22.19,1823,425,1.4691,0.3425
2026-03-04T06:18:09.120971+00:00,22.19,1819,425,1.4659,0.3425
2026-03-04T06:18:10.089545+00:00,22.19,1821,429,1.4675,0.3457
2026-03-04T06:18:10.954192+00:00,22.12,1823,426,1.4691,0.3433
2026-03-04T06:18:12.060315+00:00,22.12,1831,425,1.4755,0.3425
2026-03-04T06:18:12.917700+00:00,22.12,1819,427,1.4659,0.3441
2026-03-04T06:18:13.771000+00:00,22.12,1819,423,1.4659,0.3409
2026-03-04T06:18:14.613305+00:00,22.12,1817,427,1.4642,0.3441
2026-03-04T06:18:15.723733+00:00,22.12,1819,427,1.4659,0.3441
2026-03-04T06:18:16.575916+00:00,22.12,1818,426,1.4651,0.3433
2026-03-04T06:18:17.424891+00:00,22.12,1816,427,1.4634,0.3441
2026-03-04T06:18:18.549475+00:00,22.12,1816,421,1.4634,0.3393
2026-03-04T06:18:19.418403+00:00,22.06,1819,419,1.4659,0.3377
2026-03-04T06:18:20.226761+00:00,22.06,1820,421,1.4667,0.3393
2026-03-04T06:18:21.076662+00:00,22.06,1821,418,1.4675,0.3368
2026-03-04T06:37:13.466854+00:00,20.62,2106,0,1.6971,0.0
2026-03-04T06:37:14.026353+00:00,20.62,2107,0,1.6979,0.0
2026-03-04T06:37:14.846026+00:00,20.62,2105,0,1.6963,0.0
2026-03-04T06:37:15.980709+00:00,20.62,2101,0,1.6931,0.0
2026-03-04T06:37:16.821296+00:00,20.69,2109,0,1.6996,0.0
2026-03-04T06:37:17.508404+00:00,20.69,2107,0,1.6979,0.0
2026-03-04T06:37:18.500178+00:00,20.62,2107,0,1.6979,0.0
2026-03-04T06:37:19.379745+00:00,20.69,2119,0,1.7076,0.0
2026-03-04T06:37:20.293330+00:00,20.69,2111,0,1.7012,0.0
2026-03-04T06:37:21.329184+00:00,20.69,2107,0,1.6979,0.0
2026-03-04T06:37:22.169568+00:00,20.69,2107,0,1.6979,0.0
2026-03-04T06:37:23.298242+00:00,20.69,2107,0,1.6979,0.0
2026-03-04T06:37:24.146976+00:00,20.69,2101,0,1.6931,0.0
2026-03-04T06:37:24.984703+00:00,20.69,2095,0,1.6883,0.0
2026-03-04T06:37:25.754136+00:00,20.69,2099,0,1.6915,0.0
2026-03-04T06:37:26.960390+00:00,20.69,2109,0,1.6996,0.0
2026-03-04T06:37:27.576323+00:00,20.69,2110,0,1.7004,0.0
2026-03-04T06:37:28.559890+00:00,20.69,2109,0,1.6996,0.0
2026-03-04T06:37:29.500038+00:00,20.69,2109,0,1.6996,0.0
2026-03-04T06:37:30.357460+00:00,20.69,2115,0,1.7044,0.0
2026-03-04T06:37:31.448370+00:00,20.69,2119,0,1.7076,0.0
2026-03-04T06:37:32.350800+00:00,20.69,2111,0,1.7012,0.0
2026-03-04T06:37:33.138561+00:00,20.69,2119,0,1.7076,0.0
2026-03-04T06:37:34.000007+00:00,20.69,2118,0,1.7068,0.0
2026-03-04T06:37:35.162634+00:00,20.69,2116,0,1.7052,0.0
2026-03-04T06:37:35.998880+00:00,20.69,2108,0,1.6988,0.0
2026-03-04T06:37:36.760644+00:00,20.75,2111,0,1.7012,0.0
2026-03-04T06:37:37.657544+00:00,20.69,2109,0,1.6996,0.0
2026-03-04T06:37:38.811929+00:00,20.75,2111,0,1.7012,0.0
2026-03-04T06:37:39.628607+00:00,20.75,2107,0,1.6979,0.0
2026-03-04T06:37:40.466960+00:00,20.69,2108,0,1.6988,0.0
2026-03-04T06:37:41.592338+00:00,20.75,2111,0,1.7012,0.0
2026-03-04T06:37:42.469220+00:00,20.75,2115,0,1.7044,0.0
2026-03-04T06:37:43.289303+00:00,20.69,2109,0,1.6996,0.0
2026-03-04T06:37:44.404644+00:00,20.75,2109,0,1.6996,0.0
2026-03-04T06:37:48.195874+00:00,20.69,2109,0,1.6996,0.0
2026-03-04T06:37:49.037416+00:00,20.75,2109,0,1.6996,0.0
2026-03-04T06:37:49.912685+00:00,20.75,2118,0,1.7068,0.0
2026-03-04T06:37:50.722919+00:00,20.75,2119,0,1.7076,0.0
2026-03-04T06:37:51.591157+00:00,20.75,2115,0,1.7044,0.0
2026-03-04T06:37:52.707095+00:00,20.75,2112,0,1.702,0.0
2026-03-04T06:37:53.546202+00:00,20.75,2119,0,1.7076,0.0
2026-03-04T06:37:54.342405+00:00,20.75,2117,0,1.706,0.0
2026-03-04T06:37:55.502337+00:00,20.75,2116,0,1.7052,0.0
2026-03-04T06:37:56.349477+00:00,20.75,2119,0,1.7076,0.0
2026-03-04T06:37:57.123794+00:00,20.75,2120,0,1.7084,0.0
2026-03-04T06:37:58.049113+00:00,20.75,2121,0,1.7092,0.0
2026-03-04T06:37:58.941829+00:00,20.75,2119,0,1.7076,0.0
2026-03-04T06:38:00.019576+00:00,20.75,2121,0,1.7092,0.0
2026-03-04T06:38:00.717188+00:00,20.81,2121,0,1.7092,0.0
2026-03-04T06:38:01.980460+00:00,20.75,2119,0,1.7076,0.0
2026-03-04T06:38:02.823523+00:00,20.75,2119,0,1.7076,0.0
2026-03-04T06:38:03.687818+00:00,20.75,2109,0,1.6996,0.0
2026-03-04T06:38:04.524188+00:00,20.81,2121,0,1.7092,0.0
2026-03-04T06:38:05.372118+00:00,20.81,2117,0,1.706,0.0
2026-03-04T06:38:06.324871+00:00,20.81,2116,0,1.7052,0.0
2026-03-04T06:38:07.361245+00:00,20.75,2107,0,1.6979,0.0
2026-03-04T06:38:08.188197+00:00,20.75,2111,0,1.7012,0.0
2026-03-04T06:38:09.026996+00:00,20.75,2110,0,1.7004,0.0
2026-03-04T06:38:10.150644+00:00,20.81,2077,0,1.6738,0.0
2026-03-04T06:38:10.833619+00:00,20.81,2108,0,1.6988,0.0
2026-03-04T06:38:11.758192+00:00,20.75,2107,0,1.6979,0.0
2026-03-04T06:38:12.709730+00:00,20.81,2106,0,1.6971,0.0
2026-03-04T06:38:13.744686+00:00,20.81,2107,0,1.6979,0.0
2026-03-04T06:38:14.533856+00:00,20.81,2111,0,1.7012,0.0
2026-03-04T06:38:15.437812+00:00,20.81,2109,0,1.6996,0.0
2026-03-04T06:38:16.361860+00:00,20.81,2105,0,1.6963,0.0
2026-03-04T06:38:17.296472+00:00,20.81,2107,0,1.6979,0.0
2026-03-04T06:38:18.334370+00:00,20.81,2108,0,1.6988,0.0
2026-03-04T06:38:19.084277+00:00,20.81,2105,0,1.6963,0.0
2026-03-04T06:38:20.031595+00:00,20.81,2107,0,1.6979,0.0
2026-03-04T06:38:24.113375+00:00,20.81,2118,0,1.7068,0.0
2026-03-04T06:38:24.957575+00:00,20.81,2108,0,1.6988,0.0
2026-03-04T06:38:25.759144+00:00,20.81,2118,0,1.7068,0.0
2026-03-04T06:38:26.905495+00:00,20.81,2116,0,1.7052,0.0
2026-03-04T06:38:27.764927+00:00,20.81,2119,0,1.7076,0.0
2026-03-04T06:38:28.454992+00:00,20.88,2118,0,1.7068,0.0
2026-03-04T06:38:29.457174+00:00,20.81,2119,0,1.7076,0.0
2026-03-04T06:38:30.298852+00:00,20.88,2115,0,1.7044,0.0
2026-03-04T06:38:31.232320+00:00,20.88,2111,0,1.7012,0.0
2026-03-04T06:38:32.241940+00:00,20.88,2105,0,1.6963,0.0
2026-03-04T06:38:33.039040+00:00,20.88,2111,0,1.7012,0.0
2026-03-04T06:38:33.935314+00:00,20.88,2107,0,1.6979,0.0
2026-03-04T06:38:35.040176+00:00,20.88,2117,0,1.706,0.0
2026-03-04T06:38:35.910593+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:38:36.701705+00:00,20.88,2108,0,1.6988,0.0
2026-03-04T06:38:37.865225+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:38:38.731165+00:00,20.88,2116,0,1.7052,0.0
2026-03-04T06:38:39.468705+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:38:40.692397+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:38:41.540201+00:00,20.88,2108,0,1.6988,0.0
2026-03-04T06:38:42.376705+00:00,20.88,2119,0,1.7076,0.0
2026-03-04T06:38:43.222521+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:38:44.093687+00:00,20.88,2108,0,1.6988,0.0
2026-03-04T06:38:44.975418+00:00,20.88,2116,0,1.7052,0.0
2026-03-04T06:38:45.856474+00:00,20.88,2110,0,1.7004,0.0
2026-03-04T06:38:46.883297+00:00,20.88,2118,0,1.7068,0.0
2026-03-04T06:38:47.727788+00:00,20.88,2110,0,1.7004,0.0
2026-03-04T06:38:48.621033+00:00,20.88,2108,0,1.6988,0.0
2026-03-04T06:38:49.529060+00:00,20.88,2104,0,1.6955,0.0
2026-03-04T06:38:50.563423+00:00,20.94,2107,0,1.6979,0.0
2026-03-04T06:38:51.382396+00:00,20.88,2105,0,1.6963,0.0
2026-03-04T06:38:52.520631+00:00,20.88,2108,0,1.6988,0.0
2026-03-04T06:38:53.189606+00:00,20.94,2106,0,1.6971,0.0
2026-03-04T06:38:54.141475+00:00,20.94,2109,0,1.6996,0.0
2026-03-04T06:38:55.056034+00:00,20.94,2104,0,1.6955,0.0
2026-03-04T06:38:59.093323+00:00,20.88,2106,0,1.6971,0.0
2026-03-04T06:38:59.821494+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:39:00.708965+00:00,20.88,2108,0,1.6988,0.0
2026-03-04T06:39:01.908363+00:00,20.88,2111,0,1.7012,0.0
2026-03-04T06:39:02.772408+00:00,20.94,2104,0,1.6955,0.0
2026-03-04T06:39:03.635088+00:00,20.88,2107,0,1.6979,0.0
2026-03-04T06:39:04.370120+00:00,20.94,2107,0,1.6979,0.0
2026-03-04T06:39:05.585918+00:00,20.88,2105,0,1.6963,0.0
2026-03-04T06:39:06.432745+00:00,20.94,2109,0,1.6996,0.0
2026-03-04T06:39:07.262214+00:00,20.88,2108,0,1.6988,0.0
2026-03-04T06:39:08.053277+00:00,20.94,2105,0,1.6963,0.0
2026-03-04T06:39:08.971872+00:00,20.94,2107,0,1.6979,0.0
2026-03-04T06:39:09.873507+00:00,20.94,2107,0,1.6979,0.0
2026-03-04T06:39:10.800450+00:00,20.94,2107,0,1.6979,0.0
2026-03-04T06:39:11.782111+00:00,20.88,2103,0,1.6947,0.0
2026-03-04T06:39:12.652432+00:00,20.88,2107,0,1.6979,0.0
2026-03-04T06:39:13.569623+00:00,20.94,2106,0,1.6971,0.0
2026-03-04T06:39:14.612720+00:00,20.88,2110,0,1.7004,0.0
2026-03-04T06:39:15.391487+00:00,20.88,2107,0,1.6979,0.0
2026-03-04T06:39:16.283900+00:00,20.88,2107,0,1.6979,0.0
2026-03-04T06:39:17.232463+00:00,20.94,2109,0,1.6996,0.0
2026-03-04T06:39:18.288794+00:00,20.94,2119,0,1.7076,0.0
2026-03-04T06:39:19.132544+00:00,20.88,2107,0,1.6979,0.0
2026-03-04T06:39:19.963412+00:00,20.88,2106,0,1.6971,0.0
2026-03-04T06:39:20.870801+00:00,20.94,2107,0,1.6979,0.0
2026-03-04T06:39:21.905144+00:00,20.88,2107,0,1.6979,0.0
2026-03-04T06:39:22.763316+00:00,20.94,2108,0,1.6988,0.0
2026-03-04T06:39:23.885124+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:39:24.734997+00:00,20.94,2107,0,1.6979,0.0
2026-03-04T06:39:25.584225+00:00,20.88,2105,0,1.6963,0.0
2026-03-04T06:39:26.415711+00:00,20.94,2101,0,1.6931,0.0
2026-03-04T06:39:27.324819+00:00,20.94,2108,0,1.6988,0.0
2026-03-04T06:39:28.398630+00:00,20.88,2108,0,1.6988,0.0
2026-03-04T06:39:29.256559+00:00,20.88,2106,0,1.6971,0.0
2026-03-04T06:39:30.070197+00:00,20.88,2105,0,1.6963,0.0
2026-03-04T06:39:33.892147+00:00,20.94,2105,0,1.6963,0.0
2026-03-04T06:39:34.803779+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:39:35.832291+00:00,20.88,2110,0,1.7004,0.0
2026-03-04T06:39:36.640261+00:00,20.94,2111,0,1.7012,0.0
2026-03-04T06:39:37.550493+00:00,20.88,2116,0,1.7052,0.0
2026-03-04T06:39:38.634125+00:00,20.94,2116,0,1.7052,0.0
2026-03-04T06:39:39.489038+00:00,20.94,2111,0,1.7012,0.0
2026-03-04T06:39:40.331740+00:00,20.88,2117,0,1.706,0.0
2026-03-04T06:39:41.450183+00:00,20.94,2117,0,1.706,0.0
2026-03-04T06:39:42.312284+00:00,20.88,2111,0,1.7012,0.0
2026-03-04T06:39:43.149438+00:00,20.94,2117,0,1.706,0.0
2026-03-04T06:39:44.014642+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:39:45.109609+00:00,20.94,2115,0,1.7044,0.0
2026-03-04T06:39:45.971940+00:00,20.94,2110,0,1.7004,0.0
2026-03-04T06:39:46.797598+00:00,20.94,2105,0,1.6963,0.0
2026-03-04T06:39:47.658734+00:00,20.94,2109,0,1.6996,0.0
2026-03-04T06:39:48.565021+00:00,20.88,2108,0,1.6988,0.0
2026-03-04T06:39:49.619858+00:00,20.94,2108,0,1.6988,0.0
2026-03-04T06:39:50.385588+00:00,20.88,2109,0,1.6996,0.0
2026-03-04T06:39:51.585136+00:00,20.94,2111,0,1.7012,0.0
2026-03-04T06:39:52.355467+00:00,20.88,2111,0,1.7012,0.0
2026-03-04T06:39:53.321734+00:00,20.94,2109,0,1.6996,0.0
2026-03-04T06:39:54.143363+00:00,20.94,2110,0,1.7004,0.0
2026-03-04T06:39:54.987667+00:00,20.94,2121,0,1.7092,0.0
2026-03-04T06:39:55.935924+00:00,20.94,2118,0,1.7068,0.0
2026-03-04T06:39:56.956944+00:00,20.94,2121,0,1.7092,0.0
2026-03-04T06:39:57.742972+00:00,20.94,2119,0,1.7076,0.0
2026-03-04T06:39:58.927310+00:00,20.94,2118,0,1.7068,0.0
2026-03-04T06:39:59.518821+00:00,20.94,2120,0,1.7084,0.0
2026-03-04T06:40:00.481819+00:00,20.94,2119,0,1.7076,0.0
2026-03-04T06:40:01.496422+00:00,20.94,2119,0,1.7076,0.0
2026-03-04T06:40:02.331400+00:00,20.94,2119,0,1.7076,0.0
2026-03-04T06:40:03.416480+00:00,20.94,2118,0,1.7068,0.0
2026-03-04T06:40:04.165185+00:00,20.94,2111,0,1.7012,0.0
2026-03-04T06:40:05.142853+00:00,20.94,2116,0,1.7052,0.0
2026-03-04T06:40:08.956749+00:00,20.94,2115,0,1.7044,0.0
2026-03-04T06:40:09.850330+00:00,20.94,2119,0,1.7076,0.0
2026-03-04T06:40:10.878334+00:00,20.94,2123,0,1.7108,0.0
2026-03-04T06:40:11.684014+00:00,20.94,2129,0,1.7157,0.0
2026-03-04T06:40:12.839313+00:00,20.94,2131,0,1.7173,0.0
2026-03-04T06:40:13.478246+00:00,20.88,2133,0,1.7189,0.0
2026-03-04T06:40:14.526591+00:00,20.94,2133,0,1.7189,0.0
2026-03-04T06:40:15.377534+00:00,20.94,2133,0,1.7189,0.0
2026-03-04T06:40:16.307009+00:00,20.94,2127,0,1.7141,0.0
2026-03-04T06:40:17.171401+00:00,20.94,2124,0,1.7116,0.0
2026-03-04T06:40:18.121684+00:00,20.94,2131,0,1.7173,0.0
2026-03-04T06:40:18.984717+00:00,20.88,2127,0,1.7141,0.0
2026-03-04T06:46:16.701042+00:00,20.31,2099,0,1.6915,0.0
2026-03-04T06:46:17.002276+00:00,20.31,2101,0,1.6931,0.0
2026-03-04T06:46:18.107442+00:00,20.31,2108,0,1.6988,0.0
2026-03-04T06:46:18.958318+00:00,20.31,2105,0,1.6963,0.0
2026-03-04T06:46:19.693939+00:00,20.31,2105,0,1.6963,0.0
2026-03-04T06:46:20.657638+00:00,20.31,2107,0,1.6979,0.0
2026-03-04T06:46:21.633654+00:00,20.31,2107,0,1.6979,0.0
2026-03-04T06:46:22.627626+00:00,20.31,2110,0,1.7004,0.0
2026-03-04T06:46:23.349771+00:00,20.31,2111,0,1.7012,0.0
2026-03-04T06:46:24.263864+00:00,20.31,2111,0,1.7012,0.0
2026-03-04T06:46:25.432122+00:00,20.31,2109,0,1.6996,0.0
2026-03-04T06:46:26.281171+00:00,20.31,2106,0,1.6971,0.0
2026-03-04T06:46:27.120166+00:00,20.31,2105,0,1.6963,0.0
2026-03-04T06:46:27.986703+00:00,20.31,2102,0,1.6939,0.0
2026-03-04T06:46:28.848788+00:00,20.31,2105,0,1.6963,0.0
2026-03-04T06:46:29.941591+00:00,20.31,2103,0,1.6947,0.0
2026-03-04T06:46:30.675977+00:00,20.31,2104,0,1.6955,0.0
2026-03-04T06:46:31.618860+00:00,20.31,2109,0,1.6996,0.0
2026-03-04T06:46:35.725726+00:00,20.31,2127,0,1.7141,0.0
2026-03-04T06:46:36.679339+00:00,20.31,2122,0,1.71,0.0
2026-03-04T06:46:37.583928+00:00,20.31,2121,0,1.7092,0.0
2026-03-04T06:46:39.027400+00:00,20.31,2119,0,1.7076,0.0
2026-03-04T06:46:39.727398+00:00,20.31,2118,0,1.7068,0.0
2026-03-04T06:46:40.867826+00:00,20.31,2117,0,1.706,0.0
2026-03-04T06:46:41.693190+00:00,20.31,2108,0,1.6988,0.0
2026-03-04T06:46:42.889861+00:00,20.31,2121,0,1.7092,0.0
2026-03-04T06:46:43.792554+00:00,20.31,2118,0,1.7068,0.0
2026-03-04T06:46:44.592909+00:00,20.31,2119,0,1.7076,0.0
2026-03-04T06:46:45.337987+00:00,20.31,2120,0,1.7084,0.0
2026-03-04T06:46:46.290169+00:00,20.31,2120,0,1.7084,0.0
2026-03-04T06:46:47.419831+00:00,20.31,2115,0,1.7044,0.0
2026-03-04T06:46:48.246449+00:00,20.31,2120,0,1.7084,0.0
2026-03-04T06:46:49.103171+00:00,20.31,2119,0,1.7076,0.0
2026-03-04T06:46:49.968219+00:00,20.31,2119,0,1.7076,0.0
2026-03-04T06:46:50.836341+00:00,20.31,2117,0,1.706,0.0
2026-03-04T06:46:51.784186+00:00,20.31,2121,0,1.7092,0.0
2026-03-04T06:46:52.767009+00:00,20.31,2121,0,1.7092,0.0
2026-03-04T06:46:53.659614+00:00,20.38,2117,0,1.706,0.0
2026-03-04T06:46:54.484330+00:00,20.31,2121,0,1.7092,0.0
2026-03-04T06:46:55.444918+00:00,20.38,2125,0,1.7125,0.0
2026-03-04T06:46:56.413920+00:00,20.38,2117,0,1.706,0.0
2026-03-04T06:46:57.293812+00:00,20.31,2119,0,1.7076,0.0
2026-03-04T06:46:58.188828+00:00,20.31,2110,0,1.7004,0.0
2026-03-04T06:46:59.331537+00:00,20.31,2119,0,1.7076,0.0
2026-03-04T06:47:00.073950+00:00,20.31,2117,0,1.706,0.0
2026-03-04T06:47:00.940848+00:00,20.31,2119,0,1.7076,0.0
2026-03-04T06:47:01.924768+00:00,20.38,2118,0,1.7068,0.0
2026-03-04T06:47:02.911099+00:00,20.31,2111,0,1.7012,0.0
2026-03-04T06:47:03.743395+00:00,20.31,2119,0,1.7076,0.0
2026-03-04T06:47:04.854966+00:00,20.31,2117,0,1.706,0.0
2026-03-04T06:47:05.532931+00:00,20.31,2121,0,1.7092,0.0
2026-03-04T06:47:06.482678+00:00,20.31,2116,0,1.7052,0.0
2026-03-04T06:47:07.360043+00:00,20.31,2110,0,1.7004,0.0
2026-03-04T06:47:10.388891+00:00,20.31,2107,0,1.6979,0.0
2026-03-04T06:47:11.532581+00:00,20.31,2111,0,1.7012,0.0
2026-03-04T06:47:12.250569+00:00,20.31,2109,0,1.6996,0.0
2026-03-04T06:47:13.218354+00:00,20.31,2110,0,1.7004,0.0
2026-03-04T06:47:14.326950+00:00,20.25,2111,0,1.7012,0.0
2026-03-04T06:47:15.187337+00:00,20.31,2110,0,1.7004,0.0
2026-03-04T06:47:15.991020+00:00,20.31,2108,0,1.6988,0.0
2026-03-04T06:47:17.112282+00:00,20.31,2108,0,1.6988,0.0
2026-03-04T06:47:17.753353+00:00,20.31,2107,0,1.6979,0.0
2026-03-04T06:47:18.624575+00:00,20.31,2106,0,1.6971,0.0
2026-03-04T06:47:19.592567+00:00,20.31,2107,0,1.6979,0.0
2026-03-04T06:47:20.525531+00:00,20.31,2109,0,1.6996,0.0
2026-03-04T06:47:21.621021+00:00,20.31,2108,0,1.6988,0.0
2026-03-04T06:47:22.481798+00:00,20.31,2108,0,1.6988,0.0
2026-03-04T06:47:23.620689+00:00,20.25,2105,0,1.6963,0.0
2026-03-04T06:47:24.489170+00:00,20.31,2109,0,1.6996,0.0
2026-03-04T06:47:25.100121+00:00,20.25,2107,0,1.6979,0.0
2026-03-04T06:47:26.153393+00:00,20.25,2109,0,1.6996,0.0
2026-03-04T06:47:26.987424+00:00,20.25,2110,0,1.7004,0.0
2026-03-04T06:47:27.792799+00:00,20.25,2107,0,1.6979,0.0
2026-03-04T06:47:28.726986+00:00,20.25,2109,0,1.6996,0.0
2026-03-04T06:47:29.791983+00:00,20.25,2107,0,1.6979,0.0
2026-03-04T06:47:30.665079+00:00,20.25,2107,0,1.6979,0.0
2026-03-04T06:47:31.513693+00:00,20.25,2105,0,1.6963,0.0
2026-03-04T06:47:32.431788+00:00,20.25,2103,0,1.6947,0.0
2026-03-04T06:47:34.483160+00:00,20.25,2102,0,1.6939,0.0
2026-03-04T06:47:34.948552+00:00,20.25,2105,0,1.6963,0.0
2026-03-04T06:47:35.833499+00:00,20.25,2098,0,1.6907,0.0
2026-03-04T06:47:37.779557+00:00,20.25,2106,0,1.6971,0.0
2026-03-04T06:47:38.041993+00:00,20.25,2079,0,1.6754,0.0
2026-03-04T06:47:39.175061+00:00,20.25,2104,0,1.6955,0.0
2026-03-04T06:47:49.054434+00:00,20.25,2099,0,1.6915,0.0
2026-03-04T06:47:49.054550+00:00,20.25,2103,0,1.6947,0.0
2026-03-04T06:47:54.496534+00:00,20.25,2102,0,1.6939,0.0
2026-03-04T06:47:55.072409+00:00,20.25,2094,0,1.6875,0.0
2026-03-04T06:47:56.372217+00:00,20.25,2103,0,1.6947,0.0
2026-03-04T06:47:57.654243+00:00,20.31,2101,0,1.6931,0.0
2026-03-04T06:47:57.801383+00:00,20.25,2099,0,1.6915,0.0
2026-03-04T06:47:58.733080+00:00,20.25,2094,0,1.6875,0.0
2026-03-04T06:47:59.753728+00:00,20.31,2095,0,1.6883,0.0
2026-03-04T06:48:00.613328+00:00,20.25,2099,0,1.6915,0.0
2026-03-04T06:48:01.497163+00:00,20.25,2099,0,1.6915,0.0
2026-03-04T06:48:02.348712+00:00,20.25,2095,0,1.6883,0.0
2026-03-04T06:48:03.439883+00:00,20.25,2099,0,1.6915,0.0
2026-03-04T06:48:04.199544+00:00,20.25,2099,0,1.6915,0.0
2026-03-04T06:48:05.120521+00:00,20.25,2099,0,1.6915,0.0
2026-03-04T06:48:06.253943+00:00,20.25,2093,0,1.6867,0.0
2026-03-04T06:48:07.018607+00:00,20.31,2095,0,1.6883,0.0
2026-03-04T06:48:07.888850+00:00,20.25,2093,0,1.6867,0.0
2026-03-04T06:48:09.050983+00:00,20.31,2094,0,1.6875,0.0
2026-03-04T06:48:09.896269+00:00,20.25,2095,0,1.6883,0.0
2026-03-04T06:48:10.746845+00:00,20.25,2087,0,1.6818,0.0
2026-03-04T06:48:11.586368+00:00,20.25,2099,0,1.6915,0.0
2026-03-04T06:48:12.439929+00:00,20.25,2092,0,1.6859,0.0
2026-03-04T06:48:13.587167+00:00,20.25,2094,0,1.6875,0.0
2026-03-04T06:48:14.316568+00:00,20.25,2093,0,1.6867,0.0
2026-03-04T06:48:15.387721+00:00,20.25,2090,0,1.6842,0.0
2026-03-04T06:48:16.411280+00:00,20.25,2092,0,1.6859,0.0
